# Assembly name:  hs38d1
# Description:    Decoy version 1 for GRCh38
# Organism name:  Homo sapiens (human)
# Isolate:  Pool of 254 public SGDP samples
# Sex:  pooled male and female
# Taxid:          9606
# BioSample:      SAMN03200031
# BioProject:     PRJNA267742
# Submitter:      Harvard Medical School
# Date:           2014-12-18
# Assembly type:  haploid
# Release type:   major
# Assembly level: Scaffold
# Genome representation: partial
# Assembly method: fermi2 v. r167
# Expected final version: No
# Genome coverage: 30.0x
# Sequencing technology: Illumina HiSeq short-insert PCR-free
# Excluded from RefSeq: partial
# GenBank assembly accession: GCA_000786075.2
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000786095.2		Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
decoy00393	unplaced-scaffold	na	na	JTFH01000269.1	<>	na	Primary Assembly	2306	na
decoy00396	unplaced-scaffold	na	na	JTFH01000270.1	<>	na	Primary Assembly	2296	na
decoy00398	unplaced-scaffold	na	na	JTFH01000271.1	<>	na	Primary Assembly	2287	na
decoy00399	unplaced-scaffold	na	na	JTFH01000272.1	<>	na	Primary Assembly	2279	na
decoy00400	unplaced-scaffold	na	na	JTFH01000273.1	<>	na	Primary Assembly	2276	na
decoy00402	unplaced-scaffold	na	na	JTFH01000274.1	<>	na	Primary Assembly	2273	na
decoy00403	unplaced-scaffold	na	na	JTFH01000275.1	<>	na	Primary Assembly	2262	na
decoy00404	unplaced-scaffold	na	na	JTFH01000276.1	<>	na	Primary Assembly	2254	na
decoy00405	unplaced-scaffold	na	na	JTFH01000277.1	<>	na	Primary Assembly	2252	na
decoy00406	unplaced-scaffold	na	na	JTFH01000278.1	<>	na	Primary Assembly	2245	na
decoy00407	unplaced-scaffold	na	na	JTFH01000279.1	<>	na	Primary Assembly	2239	na
decoy00408	unplaced-scaffold	na	na	JTFH01000280.1	<>	na	Primary Assembly	2223	na
decoy00409	unplaced-scaffold	na	na	JTFH01000281.1	<>	na	Primary Assembly	2220	na
decoy00410	unplaced-scaffold	na	na	JTFH01000282.1	<>	na	Primary Assembly	2218	na
decoy00411	unplaced-scaffold	na	na	JTFH01000283.1	<>	na	Primary Assembly	2215	na
decoy00412	unplaced-scaffold	na	na	JTFH01000284.1	<>	na	Primary Assembly	2213	na
decoy00413	unplaced-scaffold	na	na	JTFH01000285.1	<>	na	Primary Assembly	2203	na
decoy00415	unplaced-scaffold	na	na	JTFH01000286.1	<>	na	Primary Assembly	2200	na
decoy00417	unplaced-scaffold	na	na	JTFH01000287.1	<>	na	Primary Assembly	2197	na
decoy00418	unplaced-scaffold	na	na	JTFH01000288.1	<>	na	Primary Assembly	2194	na
decoy00419	unplaced-scaffold	na	na	JTFH01000289.1	<>	na	Primary Assembly	2183	na
decoy00420	unplaced-scaffold	na	na	JTFH01000290.1	<>	na	Primary Assembly	2179	na
decoy00421	unplaced-scaffold	na	na	JTFH01000291.1	<>	na	Primary Assembly	2177	na
decoy00422	unplaced-scaffold	na	na	JTFH01000292.1	<>	na	Primary Assembly	2177	na
decoy00423	unplaced-scaffold	na	na	JTFH01000293.1	<>	na	Primary Assembly	2177	na
decoy00424	unplaced-scaffold	na	na	JTFH01000294.1	<>	na	Primary Assembly	2168	na
decoy00425	unplaced-scaffold	na	na	JTFH01000295.1	<>	na	Primary Assembly	2160	na
decoy00427	unplaced-scaffold	na	na	JTFH01000296.1	<>	na	Primary Assembly	2155	na
decoy00429	unplaced-scaffold	na	na	JTFH01000297.1	<>	na	Primary Assembly	2144	na
decoy00430	unplaced-scaffold	na	na	JTFH01000298.1	<>	na	Primary Assembly	2143	na
decoy00431	unplaced-scaffold	na	na	JTFH01000299.1	<>	na	Primary Assembly	2136	na
decoy00432	unplaced-scaffold	na	na	JTFH01000300.1	<>	na	Primary Assembly	2134	na
decoy00433	unplaced-scaffold	na	na	JTFH01000301.1	<>	na	Primary Assembly	2129	na
decoy00434	unplaced-scaffold	na	na	JTFH01000302.1	<>	na	Primary Assembly	2128	na
decoy00435	unplaced-scaffold	na	na	JTFH01000303.1	<>	na	Primary Assembly	2125	na
decoy00436	unplaced-scaffold	na	na	JTFH01000304.1	<>	na	Primary Assembly	2125	na
decoy00437	unplaced-scaffold	na	na	JTFH01000305.1	<>	na	Primary Assembly	2122	na
decoy00438	unplaced-scaffold	na	na	JTFH01000306.1	<>	na	Primary Assembly	2111	na
decoy00439	unplaced-scaffold	na	na	JTFH01000307.1	<>	na	Primary Assembly	2106	na
decoy00440	unplaced-scaffold	na	na	JTFH01000308.1	<>	na	Primary Assembly	2094	na
decoy00441	unplaced-scaffold	na	na	JTFH01000309.1	<>	na	Primary Assembly	2093	na
decoy00442	unplaced-scaffold	na	na	JTFH01000310.1	<>	na	Primary Assembly	2088	na
decoy00443	unplaced-scaffold	na	na	JTFH01000311.1	<>	na	Primary Assembly	2086	na
decoy00444	unplaced-scaffold	na	na	JTFH01000312.1	<>	na	Primary Assembly	2086	na
decoy00445	unplaced-scaffold	na	na	JTFH01000313.1	<>	na	Primary Assembly	2084	na
decoy00446	unplaced-scaffold	na	na	JTFH01000314.1	<>	na	Primary Assembly	2080	na
decoy00447	unplaced-scaffold	na	na	JTFH01000315.1	<>	na	Primary Assembly	2079	na
decoy00448	unplaced-scaffold	na	na	JTFH01000316.1	<>	na	Primary Assembly	2076	na
decoy00450	unplaced-scaffold	na	na	JTFH01000317.1	<>	na	Primary Assembly	2071	na
decoy00451	unplaced-scaffold	na	na	JTFH01000318.1	<>	na	Primary Assembly	2066	na
decoy00452	unplaced-scaffold	na	na	JTFH01000319.1	<>	na	Primary Assembly	2061	na
decoy00453	unplaced-scaffold	na	na	JTFH01000320.1	<>	na	Primary Assembly	2055	na
decoy00454	unplaced-scaffold	na	na	JTFH01000321.1	<>	na	Primary Assembly	2053	na
decoy00456	unplaced-scaffold	na	na	JTFH01000322.1	<>	na	Primary Assembly	2040	na
decoy00457	unplaced-scaffold	na	na	JTFH01000323.1	<>	na	Primary Assembly	2036	na
decoy00458	unplaced-scaffold	na	na	JTFH01000324.1	<>	na	Primary Assembly	2035	na
decoy00459	unplaced-scaffold	na	na	JTFH01000325.1	<>	na	Primary Assembly	2034	na
decoy00460	unplaced-scaffold	na	na	JTFH01000326.1	<>	na	Primary Assembly	2032	na
decoy00461	unplaced-scaffold	na	na	JTFH01000327.1	<>	na	Primary Assembly	2029	na
decoy00462	unplaced-scaffold	na	na	JTFH01000328.1	<>	na	Primary Assembly	2025	na
decoy00463	unplaced-scaffold	na	na	JTFH01000329.1	<>	na	Primary Assembly	2021	na
decoy00464	unplaced-scaffold	na	na	JTFH01000330.1	<>	na	Primary Assembly	2018	na
decoy00465	unplaced-scaffold	na	na	JTFH01000331.1	<>	na	Primary Assembly	2015	na
decoy00467	unplaced-scaffold	na	na	JTFH01000332.1	<>	na	Primary Assembly	2009	na
decoy00468	unplaced-scaffold	na	na	JTFH01000333.1	<>	na	Primary Assembly	2007	na
decoy00469	unplaced-scaffold	na	na	JTFH01000334.1	<>	na	Primary Assembly	2005	na
decoy00470	unplaced-scaffold	na	na	JTFH01000335.1	<>	na	Primary Assembly	2003	na
decoy00471	unplaced-scaffold	na	na	JTFH01000336.1	<>	na	Primary Assembly	2001	na
decoy00472	unplaced-scaffold	na	na	JTFH01000337.1	<>	na	Primary Assembly	2001	na
decoy00473	unplaced-scaffold	na	na	JTFH01000338.1	<>	na	Primary Assembly	2000	na
decoy00474	unplaced-scaffold	na	na	JTFH01000339.1	<>	na	Primary Assembly	1996	na
decoy00475	unplaced-scaffold	na	na	JTFH01000340.1	<>	na	Primary Assembly	1992	na
decoy00476	unplaced-scaffold	na	na	JTFH01000341.1	<>	na	Primary Assembly	1985	na
decoy00477	unplaced-scaffold	na	na	JTFH01000342.1	<>	na	Primary Assembly	1981	na
decoy00478	unplaced-scaffold	na	na	JTFH01000343.1	<>	na	Primary Assembly	1977	na
decoy00480	unplaced-scaffold	na	na	JTFH01000344.1	<>	na	Primary Assembly	1971	na
decoy00481	unplaced-scaffold	na	na	JTFH01000345.1	<>	na	Primary Assembly	1968	na
decoy00482	unplaced-scaffold	na	na	JTFH01000346.1	<>	na	Primary Assembly	1962	na
decoy00483	unplaced-scaffold	na	na	JTFH01000347.1	<>	na	Primary Assembly	1961	na
decoy00485	unplaced-scaffold	na	na	JTFH01000348.1	<>	na	Primary Assembly	1960	na
decoy00486	unplaced-scaffold	na	na	JTFH01000349.1	<>	na	Primary Assembly	1960	na
decoy00488	unplaced-scaffold	na	na	JTFH01000350.1	<>	na	Primary Assembly	1954	na
decoy00489	unplaced-scaffold	na	na	JTFH01000351.1	<>	na	Primary Assembly	1952	na
decoy00490	unplaced-scaffold	na	na	JTFH01000352.1	<>	na	Primary Assembly	1947	na
decoy00491	unplaced-scaffold	na	na	JTFH01000353.1	<>	na	Primary Assembly	1944	na
decoy00492	unplaced-scaffold	na	na	JTFH01000354.1	<>	na	Primary Assembly	1943	na
decoy00493	unplaced-scaffold	na	na	JTFH01000355.1	<>	na	Primary Assembly	1941	na
decoy00494	unplaced-scaffold	na	na	JTFH01000356.1	<>	na	Primary Assembly	1937	na
decoy00495	unplaced-scaffold	na	na	JTFH01000357.1	<>	na	Primary Assembly	1934	na
decoy00498	unplaced-scaffold	na	na	JTFH01000358.1	<>	na	Primary Assembly	1929	na
decoy00499	unplaced-scaffold	na	na	JTFH01000359.1	<>	na	Primary Assembly	1924	na
decoy00500	unplaced-scaffold	na	na	JTFH01000360.1	<>	na	Primary Assembly	1924	na
decoy00501	unplaced-scaffold	na	na	JTFH01000361.1	<>	na	Primary Assembly	1923	na
decoy00502	unplaced-scaffold	na	na	JTFH01000362.1	<>	na	Primary Assembly	1921	na
decoy00503	unplaced-scaffold	na	na	JTFH01000363.1	<>	na	Primary Assembly	1918	na
decoy00504	unplaced-scaffold	na	na	JTFH01000364.1	<>	na	Primary Assembly	1915	na
decoy00505	unplaced-scaffold	na	na	JTFH01000365.1	<>	na	Primary Assembly	1915	na
decoy00506	unplaced-scaffold	na	na	JTFH01000366.1	<>	na	Primary Assembly	1914	na
decoy00507	unplaced-scaffold	na	na	JTFH01000367.1	<>	na	Primary Assembly	1912	na
decoy00508	unplaced-scaffold	na	na	JTFH01000368.1	<>	na	Primary Assembly	1910	na
decoy00510	unplaced-scaffold	na	na	JTFH01000369.1	<>	na	Primary Assembly	1907	na
decoy00511	unplaced-scaffold	na	na	JTFH01000370.1	<>	na	Primary Assembly	1904	na
decoy00512	unplaced-scaffold	na	na	JTFH01000371.1	<>	na	Primary Assembly	1897	na
decoy00514	unplaced-scaffold	na	na	JTFH01000372.1	<>	na	Primary Assembly	1891	na
decoy00515	unplaced-scaffold	na	na	JTFH01000373.1	<>	na	Primary Assembly	1890	na
decoy00516	unplaced-scaffold	na	na	JTFH01000374.1	<>	na	Primary Assembly	1888	na
decoy00517	unplaced-scaffold	na	na	JTFH01000375.1	<>	na	Primary Assembly	1888	na
decoy00518	unplaced-scaffold	na	na	JTFH01000376.1	<>	na	Primary Assembly	1885	na
decoy00520	unplaced-scaffold	na	na	JTFH01000377.1	<>	na	Primary Assembly	1881	na
decoy00521	unplaced-scaffold	na	na	JTFH01000378.1	<>	na	Primary Assembly	1879	na
decoy00522	unplaced-scaffold	na	na	JTFH01000379.1	<>	na	Primary Assembly	1877	na
decoy00523	unplaced-scaffold	na	na	JTFH01000380.1	<>	na	Primary Assembly	1876	na
decoy00524	unplaced-scaffold	na	na	JTFH01000381.1	<>	na	Primary Assembly	1876	na
decoy00525	unplaced-scaffold	na	na	JTFH01000382.1	<>	na	Primary Assembly	1874	na
decoy00526	unplaced-scaffold	na	na	JTFH01000383.1	<>	na	Primary Assembly	1872	na
decoy00527	unplaced-scaffold	na	na	JTFH01000384.1	<>	na	Primary Assembly	1869	na
decoy00528	unplaced-scaffold	na	na	JTFH01000385.1	<>	na	Primary Assembly	1866	na
decoy00529	unplaced-scaffold	na	na	JTFH01000386.1	<>	na	Primary Assembly	1865	na
decoy00530	unplaced-scaffold	na	na	JTFH01000387.1	<>	na	Primary Assembly	1865	na
decoy00531	unplaced-scaffold	na	na	JTFH01000388.1	<>	na	Primary Assembly	1865	na
decoy00532	unplaced-scaffold	na	na	JTFH01000389.1	<>	na	Primary Assembly	1862	na
decoy00533	unplaced-scaffold	na	na	JTFH01000390.1	<>	na	Primary Assembly	1862	na
decoy00534	unplaced-scaffold	na	na	JTFH01000391.1	<>	na	Primary Assembly	1859	na
decoy00535	unplaced-scaffold	na	na	JTFH01000392.1	<>	na	Primary Assembly	1856	na
decoy00536	unplaced-scaffold	na	na	JTFH01000393.1	<>	na	Primary Assembly	1856	na
decoy00537	unplaced-scaffold	na	na	JTFH01000394.1	<>	na	Primary Assembly	1854	na
decoy00538	unplaced-scaffold	na	na	JTFH01000395.1	<>	na	Primary Assembly	1850	na
decoy00539	unplaced-scaffold	na	na	JTFH01000396.1	<>	na	Primary Assembly	1849	na
decoy00540	unplaced-scaffold	na	na	JTFH01000397.1	<>	na	Primary Assembly	1849	na
decoy00541	unplaced-scaffold	na	na	JTFH01000398.1	<>	na	Primary Assembly	1847	na
decoy00542	unplaced-scaffold	na	na	JTFH01000399.1	<>	na	Primary Assembly	1839	na
decoy00544	unplaced-scaffold	na	na	JTFH01000400.1	<>	na	Primary Assembly	1834	na
decoy00547	unplaced-scaffold	na	na	JTFH01000401.1	<>	na	Primary Assembly	1821	na
decoy00548	unplaced-scaffold	na	na	JTFH01000402.1	<>	na	Primary Assembly	1815	na
decoy00549	unplaced-scaffold	na	na	JTFH01000403.1	<>	na	Primary Assembly	1811	na
decoy00550	unplaced-scaffold	na	na	JTFH01000404.1	<>	na	Primary Assembly	1808	na
decoy00551	unplaced-scaffold	na	na	JTFH01000405.1	<>	na	Primary Assembly	1808	na
decoy00552	unplaced-scaffold	na	na	JTFH01000406.1	<>	na	Primary Assembly	1807	na
decoy00553	unplaced-scaffold	na	na	JTFH01000407.1	<>	na	Primary Assembly	1807	na
decoy00554	unplaced-scaffold	na	na	JTFH01000408.1	<>	na	Primary Assembly	1802	na
decoy00555	unplaced-scaffold	na	na	JTFH01000409.1	<>	na	Primary Assembly	1801	na
decoy00556	unplaced-scaffold	na	na	JTFH01000410.1	<>	na	Primary Assembly	1800	na
decoy00557	unplaced-scaffold	na	na	JTFH01000411.1	<>	na	Primary Assembly	1795	na
decoy00558	unplaced-scaffold	na	na	JTFH01000412.1	<>	na	Primary Assembly	1794	na
decoy00559	unplaced-scaffold	na	na	JTFH01000413.1	<>	na	Primary Assembly	1792	na
decoy00560	unplaced-scaffold	na	na	JTFH01000414.1	<>	na	Primary Assembly	1788	na
decoy00561	unplaced-scaffold	na	na	JTFH01000415.1	<>	na	Primary Assembly	1786	na
decoy00562	unplaced-scaffold	na	na	JTFH01000416.1	<>	na	Primary Assembly	1782	na
decoy00563	unplaced-scaffold	na	na	JTFH01000417.1	<>	na	Primary Assembly	1782	na
decoy00564	unplaced-scaffold	na	na	JTFH01000418.1	<>	na	Primary Assembly	1781	na
decoy00565	unplaced-scaffold	na	na	JTFH01000419.1	<>	na	Primary Assembly	1781	na
decoy00566	unplaced-scaffold	na	na	JTFH01000420.1	<>	na	Primary Assembly	1779	na
decoy00567	unplaced-scaffold	na	na	JTFH01000421.1	<>	na	Primary Assembly	1777	na
decoy00570	unplaced-scaffold	na	na	JTFH01000422.1	<>	na	Primary Assembly	1764	na
decoy00571	unplaced-scaffold	na	na	JTFH01000423.1	<>	na	Primary Assembly	1762	na
decoy00573	unplaced-scaffold	na	na	JTFH01000424.1	<>	na	Primary Assembly	1755	na
decoy00574	unplaced-scaffold	na	na	JTFH01000425.1	<>	na	Primary Assembly	1749	na
decoy00575	unplaced-scaffold	na	na	JTFH01000426.1	<>	na	Primary Assembly	1747	na
decoy00576	unplaced-scaffold	na	na	JTFH01000427.1	<>	na	Primary Assembly	1746	na
decoy00577	unplaced-scaffold	na	na	JTFH01000428.1	<>	na	Primary Assembly	1745	na
decoy00578	unplaced-scaffold	na	na	JTFH01000429.1	<>	na	Primary Assembly	1744	na
decoy00579	unplaced-scaffold	na	na	JTFH01000430.1	<>	na	Primary Assembly	1742	na
decoy00580	unplaced-scaffold	na	na	JTFH01000431.1	<>	na	Primary Assembly	1740	na
decoy00581	unplaced-scaffold	na	na	JTFH01000432.1	<>	na	Primary Assembly	1740	na
decoy00583	unplaced-scaffold	na	na	JTFH01000433.1	<>	na	Primary Assembly	1736	na
decoy00584	unplaced-scaffold	na	na	JTFH01000434.1	<>	na	Primary Assembly	1735	na
decoy00586	unplaced-scaffold	na	na	JTFH01000435.1	<>	na	Primary Assembly	1732	na
decoy00587	unplaced-scaffold	na	na	JTFH01000436.1	<>	na	Primary Assembly	1732	na
decoy00588	unplaced-scaffold	na	na	JTFH01000437.1	<>	na	Primary Assembly	1730	na
decoy00589	unplaced-scaffold	na	na	JTFH01000438.1	<>	na	Primary Assembly	1727	na
decoy00591	unplaced-scaffold	na	na	JTFH01000439.1	<>	na	Primary Assembly	1722	na
decoy00592	unplaced-scaffold	na	na	JTFH01000440.1	<>	na	Primary Assembly	1718	na
decoy00593	unplaced-scaffold	na	na	JTFH01000441.1	<>	na	Primary Assembly	1716	na
decoy00594	unplaced-scaffold	na	na	JTFH01000442.1	<>	na	Primary Assembly	1710	na
decoy00595	unplaced-scaffold	na	na	JTFH01000443.1	<>	na	Primary Assembly	1708	na
decoy00596	unplaced-scaffold	na	na	JTFH01000444.1	<>	na	Primary Assembly	1707	na
decoy00597	unplaced-scaffold	na	na	JTFH01000445.1	<>	na	Primary Assembly	1706	na
decoy00598	unplaced-scaffold	na	na	JTFH01000446.1	<>	na	Primary Assembly	1705	na
decoy00599	unplaced-scaffold	na	na	JTFH01000447.1	<>	na	Primary Assembly	1704	na
decoy00600	unplaced-scaffold	na	na	JTFH01000448.1	<>	na	Primary Assembly	1699	na
decoy00601	unplaced-scaffold	na	na	JTFH01000449.1	<>	na	Primary Assembly	1698	na
decoy00602	unplaced-scaffold	na	na	JTFH01000450.1	<>	na	Primary Assembly	1697	na
decoy00603	unplaced-scaffold	na	na	JTFH01000451.1	<>	na	Primary Assembly	1697	na
decoy00604	unplaced-scaffold	na	na	JTFH01000452.1	<>	na	Primary Assembly	1695	na
decoy00605	unplaced-scaffold	na	na	JTFH01000453.1	<>	na	Primary Assembly	1695	na
decoy00606	unplaced-scaffold	na	na	JTFH01000454.1	<>	na	Primary Assembly	1693	na
decoy00607	unplaced-scaffold	na	na	JTFH01000455.1	<>	na	Primary Assembly	1687	na
decoy00608	unplaced-scaffold	na	na	JTFH01000456.1	<>	na	Primary Assembly	1686	na
decoy00609	unplaced-scaffold	na	na	JTFH01000457.1	<>	na	Primary Assembly	1680	na
decoy00610	unplaced-scaffold	na	na	JTFH01000458.1	<>	na	Primary Assembly	1679	na
decoy00611	unplaced-scaffold	na	na	JTFH01000459.1	<>	na	Primary Assembly	1679	na
decoy00612	unplaced-scaffold	na	na	JTFH01000460.1	<>	na	Primary Assembly	1678	na
decoy00613	unplaced-scaffold	na	na	JTFH01000461.1	<>	na	Primary Assembly	1674	na
decoy00614	unplaced-scaffold	na	na	JTFH01000462.1	<>	na	Primary Assembly	1674	na
decoy00615	unplaced-scaffold	na	na	JTFH01000463.1	<>	na	Primary Assembly	1671	na
decoy00616	unplaced-scaffold	na	na	JTFH01000464.1	<>	na	Primary Assembly	1669	na
decoy00617	unplaced-scaffold	na	na	JTFH01000465.1	<>	na	Primary Assembly	1665	na
decoy00618	unplaced-scaffold	na	na	JTFH01000466.1	<>	na	Primary Assembly	1663	na
decoy00619	unplaced-scaffold	na	na	JTFH01000467.1	<>	na	Primary Assembly	1657	na
decoy00620	unplaced-scaffold	na	na	JTFH01000468.1	<>	na	Primary Assembly	1653	na
decoy00621	unplaced-scaffold	na	na	JTFH01000469.1	<>	na	Primary Assembly	1652	na
decoy00622	unplaced-scaffold	na	na	JTFH01000470.1	<>	na	Primary Assembly	1650	na
decoy00623	unplaced-scaffold	na	na	JTFH01000471.1	<>	na	Primary Assembly	1649	na
decoy00624	unplaced-scaffold	na	na	JTFH01000472.1	<>	na	Primary Assembly	1649	na
decoy00628	unplaced-scaffold	na	na	JTFH01000473.1	<>	na	Primary Assembly	1640	na
decoy00629	unplaced-scaffold	na	na	JTFH01000474.1	<>	na	Primary Assembly	1638	na
decoy00630	unplaced-scaffold	na	na	JTFH01000475.1	<>	na	Primary Assembly	1636	na
decoy00631	unplaced-scaffold	na	na	JTFH01000476.1	<>	na	Primary Assembly	1632	na
decoy00632	unplaced-scaffold	na	na	JTFH01000477.1	<>	na	Primary Assembly	1631	na
decoy00633	unplaced-scaffold	na	na	JTFH01000478.1	<>	na	Primary Assembly	1630	na
decoy00634	unplaced-scaffold	na	na	JTFH01000479.1	<>	na	Primary Assembly	1627	na
decoy00635	unplaced-scaffold	na	na	JTFH01000480.1	<>	na	Primary Assembly	1624	na
decoy00637	unplaced-scaffold	na	na	JTFH01000481.1	<>	na	Primary Assembly	1617	na
decoy00638	unplaced-scaffold	na	na	JTFH01000482.1	<>	na	Primary Assembly	1616	na
decoy00639	unplaced-scaffold	na	na	JTFH01000483.1	<>	na	Primary Assembly	1615	na
decoy00640	unplaced-scaffold	na	na	JTFH01000484.1	<>	na	Primary Assembly	1611	na
decoy00641	unplaced-scaffold	na	na	JTFH01000485.1	<>	na	Primary Assembly	1611	na
decoy00642	unplaced-scaffold	na	na	JTFH01000486.1	<>	na	Primary Assembly	1606	na
decoy00643	unplaced-scaffold	na	na	JTFH01000487.1	<>	na	Primary Assembly	1605	na
decoy00644	unplaced-scaffold	na	na	JTFH01000488.1	<>	na	Primary Assembly	1605	na
decoy00645	unplaced-scaffold	na	na	JTFH01000489.1	<>	na	Primary Assembly	1600	na
decoy00646	unplaced-scaffold	na	na	JTFH01000490.1	<>	na	Primary Assembly	1598	na
decoy00647	unplaced-scaffold	na	na	JTFH01000491.1	<>	na	Primary Assembly	1598	na
decoy00648	unplaced-scaffold	na	na	JTFH01000492.1	<>	na	Primary Assembly	1597	na
decoy00649	unplaced-scaffold	na	na	JTFH01000493.1	<>	na	Primary Assembly	1596	na
decoy00650	unplaced-scaffold	na	na	JTFH01000494.1	<>	na	Primary Assembly	1595	na
decoy00652	unplaced-scaffold	na	na	JTFH01000495.1	<>	na	Primary Assembly	1592	na
decoy00654	unplaced-scaffold	na	na	JTFH01000496.1	<>	na	Primary Assembly	1589	na
decoy00655	unplaced-scaffold	na	na	JTFH01000497.1	<>	na	Primary Assembly	1585	na
decoy00656	unplaced-scaffold	na	na	JTFH01000498.1	<>	na	Primary Assembly	1579	na
decoy00658	unplaced-scaffold	na	na	JTFH01000499.1	<>	na	Primary Assembly	1578	na
decoy00659	unplaced-scaffold	na	na	JTFH01000500.1	<>	na	Primary Assembly	1577	na
decoy00660	unplaced-scaffold	na	na	JTFH01000501.1	<>	na	Primary Assembly	1577	na
decoy00661	unplaced-scaffold	na	na	JTFH01000502.1	<>	na	Primary Assembly	1577	na
decoy00662	unplaced-scaffold	na	na	JTFH01000503.1	<>	na	Primary Assembly	1576	na
decoy00663	unplaced-scaffold	na	na	JTFH01000504.1	<>	na	Primary Assembly	1575	na
decoy00664	unplaced-scaffold	na	na	JTFH01000505.1	<>	na	Primary Assembly	1574	na
decoy00665	unplaced-scaffold	na	na	JTFH01000506.1	<>	na	Primary Assembly	1572	na
decoy00666	unplaced-scaffold	na	na	JTFH01000507.1	<>	na	Primary Assembly	1571	na
decoy00667	unplaced-scaffold	na	na	JTFH01000508.1	<>	na	Primary Assembly	1563	na
decoy00668	unplaced-scaffold	na	na	JTFH01000509.1	<>	na	Primary Assembly	1561	na
decoy00669	unplaced-scaffold	na	na	JTFH01000510.1	<>	na	Primary Assembly	1561	na
decoy00670	unplaced-scaffold	na	na	JTFH01000511.1	<>	na	Primary Assembly	1560	na
decoy00671	unplaced-scaffold	na	na	JTFH01000512.1	<>	na	Primary Assembly	1560	na
decoy00672	unplaced-scaffold	na	na	JTFH01000513.1	<>	na	Primary Assembly	1554	na
decoy00673	unplaced-scaffold	na	na	JTFH01000514.1	<>	na	Primary Assembly	1552	na
decoy00675	unplaced-scaffold	na	na	JTFH01000515.1	<>	na	Primary Assembly	1548	na
decoy00676	unplaced-scaffold	na	na	JTFH01000516.1	<>	na	Primary Assembly	1546	na
decoy00678	unplaced-scaffold	na	na	JTFH01000517.1	<>	na	Primary Assembly	1541	na
decoy00679	unplaced-scaffold	na	na	JTFH01000518.1	<>	na	Primary Assembly	1536	na
decoy00681	unplaced-scaffold	na	na	JTFH01000519.1	<>	na	Primary Assembly	1533	na
decoy00682	unplaced-scaffold	na	na	JTFH01000520.1	<>	na	Primary Assembly	1532	na
decoy00683	unplaced-scaffold	na	na	JTFH01000521.1	<>	na	Primary Assembly	1532	na
decoy00684	unplaced-scaffold	na	na	JTFH01000522.1	<>	na	Primary Assembly	1530	na
decoy00685	unplaced-scaffold	na	na	JTFH01000523.1	<>	na	Primary Assembly	1527	na
decoy00687	unplaced-scaffold	na	na	JTFH01000524.1	<>	na	Primary Assembly	1526	na
decoy00688	unplaced-scaffold	na	na	JTFH01000525.1	<>	na	Primary Assembly	1524	na
decoy00689	unplaced-scaffold	na	na	JTFH01000526.1	<>	na	Primary Assembly	1523	na
decoy00690	unplaced-scaffold	na	na	JTFH01000527.1	<>	na	Primary Assembly	1523	na
decoy00692	unplaced-scaffold	na	na	JTFH01000528.1	<>	na	Primary Assembly	1522	na
decoy00693	unplaced-scaffold	na	na	JTFH01000529.1	<>	na	Primary Assembly	1522	na
decoy00694	unplaced-scaffold	na	na	JTFH01000530.1	<>	na	Primary Assembly	1519	na
decoy00695	unplaced-scaffold	na	na	JTFH01000531.1	<>	na	Primary Assembly	1513	na
decoy00696	unplaced-scaffold	na	na	JTFH01000532.1	<>	na	Primary Assembly	1508	na
decoy00697	unplaced-scaffold	na	na	JTFH01000533.1	<>	na	Primary Assembly	1508	na
decoy00698	unplaced-scaffold	na	na	JTFH01000534.1	<>	na	Primary Assembly	1505	na
decoy00699	unplaced-scaffold	na	na	JTFH01000535.1	<>	na	Primary Assembly	1503	na
decoy00700	unplaced-scaffold	na	na	JTFH01000536.1	<>	na	Primary Assembly	1496	na
decoy00701	unplaced-scaffold	na	na	JTFH01000537.1	<>	na	Primary Assembly	1491	na
decoy00702	unplaced-scaffold	na	na	JTFH01000538.1	<>	na	Primary Assembly	1490	na
decoy00703	unplaced-scaffold	na	na	JTFH01000539.1	<>	na	Primary Assembly	1490	na
decoy00705	unplaced-scaffold	na	na	JTFH01000540.1	<>	na	Primary Assembly	1487	na
decoy00706	unplaced-scaffold	na	na	JTFH01000541.1	<>	na	Primary Assembly	1486	na
decoy00707	unplaced-scaffold	na	na	JTFH01000542.1	<>	na	Primary Assembly	1485	na
decoy00708	unplaced-scaffold	na	na	JTFH01000543.1	<>	na	Primary Assembly	1484	na
decoy00709	unplaced-scaffold	na	na	JTFH01000544.1	<>	na	Primary Assembly	1483	na
decoy00710	unplaced-scaffold	na	na	JTFH01000545.1	<>	na	Primary Assembly	1479	na
decoy00711	unplaced-scaffold	na	na	JTFH01000546.1	<>	na	Primary Assembly	1479	na
decoy00713	unplaced-scaffold	na	na	JTFH01000547.1	<>	na	Primary Assembly	1476	na
decoy00714	unplaced-scaffold	na	na	JTFH01000548.1	<>	na	Primary Assembly	1475	na
